N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1530,TRUE 인버스 2X S&P500 선물 ETN(H),"1,760",15,+0.86%,0,88,"5,000",0.00,"26,307",N/A,N/A,
1531,삼성 인버스 China A50 선물 ETN(H),"8,775",55,-0.62%,0,88,"1,000",0.00,9,N/A,N/A,
1532,KBSTAR 수출주,"12,535",150,-1.18%,0,88,700,0.00,103,N/A,N/A,
1533,KINDEX 멕시코MSCI(합성),"10,960",55,-0.50%,0,88,800,0.00,476,N/A,N/A,
1534,미래에셋 인버스 에너지화학 Core5 ETN,"4,380",0,0.00%,0,88,"2,000",0.00,167,N/A,N/A,
1535,KINDEX 스마트하이베타,"14,575",145,-0.99%,0,87,600,0.00,21,N/A,N/A,
1536,삼성 인버스 나스닥 100 ETN(H),"8,745",85,+0.98%,0,87,"1,000",0.00,"2,196",N/A,N/A,
1537,마이다스 200커버드콜5%OTM,"14,570",115,-0.78%,0,87,600,0.00,4,N/A,N/A,
1538,KBSTAR Fn K-뉴딜디지털플러스,"10,900",100,-0.91%,0,87,800,0.00,"2,053",N/A,N/A,
1539,TRUE 은 선물 ETN,"8,675",85,+0.99%,0,87,"1,000",0.00,38,N/A,N/A,
1540,서울식품우,"3,895",20,+0.52%,100,87,"2,224",0.25,402,-229.12,N/A,
1541,신한 인버스 WTI원유 선물 ETN(H),"4,330",65,+1.52%,0,87,"2,000",0.00,"4,399",N/A,N/A,
1542,KBSTAR 코스피ex200,"14,400",10,-0.07%,0,86,600,0.00,24,N/A,N/A,
1543,대신 인버스 천연가스 선물 ETN(H),"8,580",690,-7.44%,0,86,"1,000",0.00,22,N/A,N/A,
1544,KINDEX 삼성그룹동일가중,"17,125",80,-0.46%,0,86,500,0.00,236,N/A,N/A,
1545,신한 인버스 Russell 2000 ETN,"8,520",80,+0.95%,0,85,"1,000",0.00,166,N/A,N/A,
1546,KOSEF 국고채10년레버리지,"121,445",485,-0.40%,0,85,70,0.00,35,N/A,N/A,
1547,KBSTAR 주식혼합,"42,305",325,-0.76%,0,85,200,0.00,1,N/A,N/A,
1548,동부건설우,"37,450","1,500",-3.85%,"5,000",85,226,18.57,"3,145",8.12,N/A,
1549,KINDEX 코스닥(합성),"14,035",195,-1.37%,0,84,600,0.00,15,N/A,N/A,
1550,ARIRANG 심천차이넥스트(합성),"14,010",90,-0.64%,0,84,600,0.00,663,N/A,N/A,
1551,KINDEX 스마트모멘텀,"16,805",90,-0.53%,0,84,500,0.00,21,N/A,N/A,
1552,KODEX 삼성그룹밸류,"9,320",25,-0.27%,0,84,900,0.00,"3,367",N/A,N/A,
1553,마이티 코스피100,"29,910",0,0.00%,0,84,280,0.01,0,N/A,N/A,
1554,KODEX Fn멀티팩터,"13,935",120,-0.85%,0,84,600,0.29,"1,012",N/A,N/A,
1555,TRUE 인버스 2X HSCEI ETN(H),"8,345",325,-3.75%,0,83,"1,000",0.00,"8,301",N/A,N/A,
1556,HANARO Fn골프테마,"9,270",45,-0.48%,0,83,900,0.00,"7,688",N/A,N/A,
1557,메리츠 레버리지 국채30년 ETN,"8,325",5,+0.06%,0,83,"1,000",0.00,440,N/A,N/A,
1558,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,"8,320",305,-3.54%,0,83,"1,000",0.00,"11,296",N/A,N/A,
1559,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,"8,310",325,-3.76%,0,83,"1,000",0.00,"3,755",N/A,N/A,
1560,KTOP 코스피50,"27,590",405,-1.45%,0,83,300,0.02,102,N/A,N/A,
1561,HANARO Fn K-반도체,"10,315",205,-1.95%,0,83,800,0.00,"44,083",N/A,N/A,
1562,ARIRANG KS밸류가중TR,"16,415",60,-0.36%,0,82,500,0.00,21,N/A,N/A,
1563,하나 KRX BBIG K-뉴딜 ETN,"8,185",10,+0.12%,0,82,"1,000",0.00,2,N/A,N/A,
1564,깨끗한나라우,"22,100",0,0.00%,"1,000",81,366,3.71,207,62.78,N/A,
1565,TRUE 플래티넘 선물 ETN,"8,080",95,-1.16%,0,81,"1,000",0.00,10,N/A,N/A,
1566,TIGER 우선주,"13,460",135,-0.99%,0,81,600,0.00,"2,577",N/A,N/A,
1567,메리츠 레버리지 KRX300 선물 ETN,"8,075",165,-2.00%,0,81,"1,000",0.00,2,N/A,N/A,
1568,TIGER 200동일가중,"12,340",45,-0.36%,0,80,650,0.00,17,N/A,N/A,
1569,KBSTAR KRX기후변화솔루션,"9,995",85,-0.84%,0,80,800,0.00,220,N/A,N/A,
1570,SOL KRX기후변화솔루션,"9,980",95,-0.94%,0,80,800,0.00,26,N/A,N/A,
1571,KODEX 경기소비재,"11,400",200,-1.72%,0,80,700,0.00,966,N/A,N/A,
1572,KB 인버스 2X S&P 500 선물 ETN,"7,950",60,+0.76%,0,80,"1,000",0.00,"1,670",N/A,N/A,
1573,MASTER 테크미디어텔레콤액티브,"9,935",150,-1.49%,0,79,800,0.00,"10,678",N/A,N/A,
1574,SK네트웍스우,"69,600",200,+0.29%,"2,500",79,114,0.29,344,368.25,N/A,
1575,태양금속우,"2,390",40,-1.65%,500,79,"3,300",0.20,"10,781",-5.64,N/A,
1576,코리아써키트2우B,"10,050",150,-1.47%,500,79,784,0.00,"1,959",10.86,N/A,
1577,KB 레버리지 은 선물 ETN(H),"15,675",320,+2.08%,0,78,500,0.00,4,N/A,N/A,
1578,신한 인버스 2X 다우존스지수 선물 ETN(H),"1,955",10,+0.51%,0,78,"4,000",0.00,"189,263",N/A,N/A,
1579,삼성 KRX BBIG K-뉴딜 ETN,"7,815",50,-0.64%,0,78,"1,000",0.00,5,N/A,N/A,
1580,KOSEF 독일DAX,"10,385",55,-0.53%,0,78,750,0.00,"1,816",N/A,N/A,
1581,KBSTAR KRX300미국달러선물혼합,"15,530",150,-0.96%,0,78,500,0.00,"2,848",N/A,N/A,
1582,TIGER 200커뮤니케이션서비스,"27,675",390,-1.39%,0,77,280,0.00,442,N/A,N/A,
1583,KOSEF 미국방어배당성장나스닥,"12,870",80,-0.62%,0,77,600,0.00,"1,354",N/A,N/A,
1584,KODEX Fn Top10동일가중,"8,575",200,-2.28%,0,77,900,0.05,"5,430",N/A,N/A,
1585,KBSTAR V&S셀렉트밸류,"15,410",10,-0.06%,0,77,500,0.00,11,N/A,N/A,
1586,KOSEF 릭소글로벌디지털경제MSCI,"9,595",85,-0.88%,0,77,800,0.00,267,N/A,N/A,
1587,TIGER 코스피중형주,"17,040",65,-0.38%,0,77,450,1.13,"1,645",N/A,N/A,
1588,금강공업우,"13,000",100,-0.76%,"1,000",77,590,1.81,"1,214",136.84,N/A,
1589,삼성 항셍테크 ETN(H),"7,610",165,+2.22%,0,76,"1,000",0.00,13,N/A,N/A,
1590,크라운해태홀딩스우,"12,600",200,-1.56%,500,76,601,0.51,870,13.02,N/A,
1591,KOSEF 코스닥150선물레버리지,"6,255",280,-4.28%,0,76,"1,210",1.24,"9,955",N/A,N/A,
1592,삼성 HSCEI ETN(H),"7,550",80,+1.07%,0,76,"1,000",0.00,12,N/A,N/A,
1593,KINDEX 코스피,"30,145",235,-0.77%,0,75,250,0.00,43,N/A,N/A,
1594,TIGER 금은선물(H),"9,405",20,+0.21%,0,75,800,0.00,"1,875",N/A,N/A,
1595,대원전선우,"2,865",10,-0.35%,500,75,"2,621",0.09,"5,495",89.53,N/A,
1596,신한 인버스 다우존스지수 선물 ETN(H),"3,745",10,+0.27%,0,75,"2,000",0.00,"9,310",N/A,N/A,
1597,KINDEX 일본TOPIX인버스(합성 H),"4,155",0,0.00%,0,75,"1,800",0.00,"2,337",N/A,N/A,
1598,KBSTAR 차이나항셍테크,"7,470",140,+1.91%,0,75,"1,000",1.49,"11,146",N/A,N/A,
1599,파워 고배당저변동성,"31,080",205,+0.66%,0,75,240,0.00,85,N/A,N/A,
1600,MASTER 스마트커머스액티브,"9,310",210,-2.21%,0,74,800,0.00,"7,350",N/A,N/A,
1601,TIGER 200커버드콜5%OTM,"14,710",90,-0.61%,0,74,500,0.00,3,N/A,N/A,
1602,KINDEX Fn성장소비주도주,"7,350",90,-1.21%,0,74,"1,000",0.00,370,N/A,N/A,
1603,KODEX MSCI모멘텀,"12,230",120,-0.97%,0,73,600,5.17,66,N/A,N/A,
1604,TIGER 미국달러선물레버리지,"10,400",50,-0.48%,0,73,700,0.00,219,N/A,N/A,
1605,현대비앤지스틸우,"66,200",300,-0.45%,"5,000",73,110,0.57,258,15.67,N/A,
1606,KODEX 콩선물(H),"12,120",130,+1.08%,0,73,600,0.00,"1,811",N/A,N/A,
1607,KODEX 200동일가중,"12,105",70,-0.57%,0,73,600,0.00,675,N/A,N/A,
1608,KODEX 퀄리티Plus,"10,345",75,-0.72%,0,72,700,0.00,120,N/A,N/A,
1609,KBSTAR 유로스탁스50(H),"11,125",30,-0.27%,0,72,650,0.00,"21,900",N/A,N/A,
1610,CJ씨푸드1우,"36,100",850,-2.30%,500,72,200,0.20,384,295.90,N/A,
1611,ARIRANG 국채선물3년,"52,955",10,-0.02%,0,72,136,0.00,10,N/A,N/A,
1612,TIGER 일본엔선물,"10,205",5,-0.05%,0,71,700,0.00,83,N/A,N/A,
1613,남선알미우,"23,200",800,+3.57%,500,71,308,0.79,"1,449",67.84,N/A,
1614,삼성 S&P500 VIX S/T 선물 ETN(H) C,"7,140",180,-2.46%,0,71,"1,000",0.00,"46,363",N/A,N/A,
1615,ARIRANG 선진국MSCI(합성 H),"12,270",50,-0.41%,0,71,580,0.00,"11,146",N/A,N/A,
1616,하이트진로홀딩스우,"15,050",150,-0.99%,"5,000",71,471,1.31,90,7.58,N/A,
1617,KB KOSPI 200 선물 ETN,"10,055",35,+0.35%,0,70,700,0.00,2,N/A,N/A,
1618,KODEX MSCI퀄리티,"10,035",120,-1.18%,0,70,700,0.00,76,N/A,N/A,
1619,KINDEX 스마트퀄리티,"17,555",225,-1.27%,0,70,400,0.00,21,N/A,N/A,
1620,KB 인버스 KOSPI 200 선물 ETN,"9,950",55,+0.56%,0,70,700,0.00,152,N/A,N/A,
1621,KB 인버스 KOSDAQ150 선물 ETN,"9,935",75,+0.76%,0,70,700,0.00,2,N/A,N/A,
1622,KB KOSDAQ 150 선물 ETN,"9,925",115,-1.15%,0,69,700,0.00,2,N/A,N/A,
1623,ARIRANG KS모멘텀가중TR,"15,435",120,-0.77%,0,69,450,0.00,21,N/A,N/A,
1624,KODEX 200 중소형,"13,835",120,-0.86%,0,69,500,0.00,363,N/A,N/A,
1625,TIGER S&P글로벌인프라(합성),"11,510",10,+0.09%,0,69,600,0.00,373,N/A,N/A,
1626,ARIRANG 코스피중형주,"12,505",40,-0.32%,0,69,550,0.00,29,N/A,N/A,
1627,TIGER 미국달러선물인버스2X,"8,560",30,+0.35%,0,68,800,0.00,34,N/A,N/A,
1628,ARIRANG KS로우사이즈가중TR,"17,105",105,-0.61%,0,68,400,0.00,20,N/A,N/A,
1629,KODEX 미국채울트라30년선물인버스(H),"7,500",70,+0.94%,0,68,900,0.00,"10,129",N/A,N/A,
1630,ARIRANG 신흥국MSCI인버스(합성 H),"9,350",75,-0.80%,0,67,720,0.00,929,N/A,N/A,
1631,TIGER 차이나항셍25,"14,950",95,+0.64%,0,67,450,0.00,"2,492",N/A,N/A,
1632,노루홀딩스우,"36,200",300,+0.84%,500,67,185,0.21,"2,230",43.56,N/A,
1633,HANARO 농업융복합산업,"12,115",0,0.00%,0,67,550,0.00,84,N/A,N/A,
1634,HK 베스트일레븐액티브,"9,490",90,-0.94%,0,66,700,0.00,4,N/A,N/A,
1635,TIGER 200커버드콜ATM,"11,005",85,-0.77%,0,66,600,0.00,47,N/A,N/A,
1636,TIGER 경기방어채권혼합,"9,375",35,-0.37%,0,66,700,0.00,"4,039",N/A,N/A,
1637,ARIRANG 스마트베타Quality채권혼합,"10,935",35,-0.32%,0,66,600,0.00,48,N/A,N/A,
1638,TIGER 코스피대형주,"14,490",110,-0.75%,0,65,450,0.00,"2,388",N/A,N/A,
1639,KINDEX Fn K-뉴딜디지털플러스,"13,030",130,-0.99%,0,65,500,0.00,24,N/A,N/A,
1640,HANARO KRX기후변화솔루션,"9,990",80,-0.79%,0,65,650,0.00,592,N/A,N/A,
1641,KINDEX 인버스,"4,990",25,+0.50%,0,65,"1,300",0.07,"12,178",N/A,N/A,
1642,KBSTAR 모멘텀로우볼,"16,100",40,-0.25%,0,64,400,0.00,10,N/A,N/A,
1643,신한 인버스 2X Russell 2000 ETN,"6,420",150,+2.39%,0,64,"1,000",0.00,"20,801",N/A,N/A,
1644,흥국화재우,"8,250",170,+2.10%,"5,000",63,768,0.37,"5,826",7.90,N/A,
1645,TIGER 200 경기소비재,"17,555",450,-2.50%,0,63,360,1.63,"1,547",N/A,N/A,
1646,TRUE 레버리지 HSCEI ETN(H),"6,310",175,+2.85%,0,63,"1,000",0.00,"3,319",N/A,N/A,
1647,ARIRANG 탄소효율그린뉴딜,"9,610",105,-1.08%,0,62,650,0.00,295,N/A,N/A,
1648,ARIRANG S&P글로벌인프라,"12,415",55,+0.44%,0,62,500,0.00,"3,890",N/A,N/A,
1649,KODEX 미국달러선물인버스,"9,550",10,+0.10%,0,62,650,0.00,"13,654",N/A,N/A,
1650,KB 인버스 2X 나스닥 100 ETN,"6,195",90,+1.47%,0,62,"1,000",0.00,"9,986",N/A,N/A,
1651,마이티 200커버드콜ATM레버리지,"10,160",0,0.00%,0,61,600,0.00,0,N/A,N/A,
1652,KBSTAR 미국장기국채선물레버리지(합성 H),"12,175",20,-0.16%,0,61,500,0.00,525,N/A,N/A,
1653,JW중외제약2우B,"60,700",0,0.00%,"2,500",61,100,0.49,9,"-1,190.20",N/A,
1654,KOSEF 고배당,"10,115",135,+1.35%,0,61,600,0.85,"6,071",N/A,N/A,
1655,미래에셋 인버스 원유선물혼합 ETN(H),"6,060",75,+1.25%,0,61,"1,000",0.00,"1,160",N/A,N/A,
1656,HANARO 코스닥150선물레버리지,"12,530",595,-4.53%,0,60,480,1.06,"3,445",N/A,N/A,
1657,삼성 레버리지 KRX BBIG K-뉴딜 ETN,"6,000",100,-1.64%,0,60,"1,000",0.00,"15,594",N/A,N/A,
1658,JW중외제약우,"33,700",450,-1.32%,"2,500",60,177,0.04,250,-660.78,N/A,
1659,KB 레버리지 KRX BBIG K-뉴딜 ETN,"5,980",120,-1.97%,0,60,"1,000",0.00,"5,565",N/A,N/A,
1660,하나 레버리지 KRX BBIG K-뉴딜 ETN,"5,975",115,-1.89%,0,60,"1,000",0.00,"67,595",N/A,N/A,
1661,KBSTAR 우량업종,"11,880",55,-0.46%,0,59,500,0.00,71,N/A,N/A,
1662,파워 중기국고채,"98,780",0,0.00%,0,59,60,0.00,0,N/A,N/A,
1663,유유제약2우B,"18,200",300,-1.62%,"1,000",59,326,0.00,"1,194",-350.00,N/A,
1664,TIGER 금속선물(H),"7,365",35,-0.47%,0,59,800,0.00,"2,140",N/A,N/A,
1665,HK S&P코리아로우볼,"12,245",0,0.00%,0,59,480,0.00,0,N/A,N/A,
1666,TIGER 지주회사,"10,635",65,-0.61%,0,58,550,0.00,527,N/A,N/A,
1667,TIGER 코스닥150IT,"17,140",515,-2.92%,0,58,340,0.00,939,N/A,N/A,
1668,KBSTAR 차이나H선물인버스(H),"11,610",145,-1.23%,0,58,500,0.00,267,N/A,N/A,
1669,KBSTAR 200고배당커버드콜ATM,"8,185",50,+0.61%,0,57,700,0.00,167,N/A,N/A,
1670,KINDEX 필리핀MSCI(합성),"14,315",45,-0.31%,0,57,400,0.00,222,N/A,N/A,
1671,HANARO KAP초장기국고채,"44,010",100,-0.23%,0,57,130,0.00,"2,470",N/A,N/A,
1672,TIGER KTOP30,"10,370",130,-1.24%,0,57,550,0.00,505,N/A,N/A,
1673,SOL 중국본토 중소형 CSI500(합성 H),"6,290",20,-0.32%,0,57,900,0.00,453,N/A,N/A,
1674,KBSTAR 미국장기국채선물(H),"11,275",125,-1.10%,0,56,500,0.00,"2,136",N/A,N/A,
1675,TIGER 라틴35,"3,270",50,+1.55%,0,56,"1,700",0.00,"7,628",N/A,N/A,
1676,삼성 레버리지 HSCEI ETN(H),"5,495",135,+2.52%,0,55,"1,000",0.00,212,N/A,N/A,
1677,대신 인버스 2X 니켈선물 ETN(H),"2,745",85,-3.00%,0,55,"2,000",0.00,"47,649",N/A,N/A,
1678,TRUE 인버스 유로스탁스50 ETN(H) B,"5,490",25,+0.46%,0,55,"1,000",0.00,"6,179",N/A,N/A,
1679,HK 하이볼액티브,"9,125",110,-1.19%,0,55,600,0.00,29,N/A,N/A,
1680,KODEX 멀티에셋하이인컴(H),"10,910",35,-0.32%,0,55,500,0.00,36,N/A,N/A,
1681,삼성 레버리지 항셍테크 ETN(H),"5,410",225,+4.34%,0,54,"1,000",0.00,"119,130",N/A,N/A,
1682,ARIRANG KS로우볼가중TR,"13,495",60,-0.44%,0,54,400,0.00,20,N/A,N/A,
1683,TRUE 인버스 2X 유로스탁스50 ETN(H),"2,690",30,+1.13%,0,54,"2,000",0.00,"31,431",N/A,N/A,
1684,KODEX K-이노베이션액티브,"10,745",125,-1.15%,0,54,500,0.00,"1,147",N/A,N/A,
1685,KBSTAR 헬스케어,"13,425",40,-0.30%,0,54,400,0.00,"1,499",N/A,N/A,
1686,성문전자우,"8,890",160,+1.83%,500,53,600,1.52,764,113.97,N/A,
1687,신한 인버스 2X 금 선물 ETN,"5,325",25,-0.47%,0,53,"1,000",0.00,"1,989",N/A,N/A,
1688,신한 인버스 2X S&P500 선물 ETN,"2,640",20,+0.76%,0,53,"2,000",0.00,"29,034",N/A,N/A,
1689,ARIRANG 코스닥150선물인버스,"6,910",135,+1.99%,0,52,750,0.00,"24,517",N/A,N/A,
1690,KODEX 국채선물3년인버스,"50,510",60,+0.12%,0,52,102,0.00,11,N/A,N/A,
1691,진흥기업우B,"5,980",20,-0.33%,500,51,857,0.10,181,16.80,N/A,
1692,KG동부제철우,"95,600",900,+0.95%,"5,000",51,53,0.00,313,55.58,N/A,
1693,TIGER 증권,"4,800",15,+0.31%,0,51,"1,060",0.14,"17,582",N/A,N/A,
1694,KINDEX 국채선물3년인버스,"100,965",0,0.00%,0,50,50,0.00,0,N/A,N/A,
1695,TIGER 200 산업재,"6,150",30,-0.49%,0,50,820,0.76,464,N/A,N/A,
1696,KBSTAR 중소형고배당,"12,500",0,0.00%,0,50,400,0.00,91,N/A,N/A,
1697,ARIRANG 200동일가중,"11,085",60,-0.54%,0,50,450,0.00,22,N/A,N/A,
1698,KINDEX 국채선물10년인버스,"98,835",300,+0.30%,0,49,50,0.00,11,N/A,N/A,
1699,KBSTAR 팔라듐선물(H),"10,960",240,+2.24%,0,49,450,0.00,"8,743",N/A,N/A,
1700,KBSTAR 국채선물10년,"53,750",15,-0.03%,0,48,90,0.00,296,N/A,N/A,
1701,동양우,"7,790",70,-0.89%,500,48,618,0.29,590,-139.11,N/A,
1702,동양2우B,"15,350",50,+0.33%,500,47,309,0.00,443,-274.11,N/A,
1703,대신 인버스 아연선물 ETN(H),"6,680",70,+1.06%,0,47,700,0.00,"2,043",N/A,N/A,
1704,ARIRANG KS퀄리티가중TR,"15,495",65,-0.42%,0,46,300,0.00,41,N/A,N/A,
1705,KBSTAR 코스닥150선물인버스,"4,605",90,+1.99%,0,46,"1,000",0.00,"37,129",N/A,N/A,
1706,TIGER 모멘텀,"25,510",245,+0.97%,0,46,180,0.00,345,N/A,N/A,
1707,TIGER 방송통신,"9,495",5,-0.05%,0,46,480,0.00,"1,285",N/A,N/A,
1708,진흥기업2우B,"15,250",50,-0.33%,500,45,295,0.15,"1,322",42.84,N/A,
1709,KOSEF 200선물인버스,"5,280",45,+0.86%,0,45,850,0.04,"14,593",N/A,N/A,
1710,미래에셋 인버스 전기전자 Core5 ETN,"2,230",35,+1.59%,0,45,"2,000",0.00,16,N/A,N/A,
1711,KOSEF 코스닥150선물인버스,"7,945",180,+2.32%,0,44,560,0.00,"5,255",N/A,N/A,
1712,KODEX MSCI EM선물(H),"9,880",10,+0.10%,0,44,450,0.00,90,N/A,N/A,
1713,KINDEX 차이나항셍테크,"7,355",130,+1.80%,0,44,600,1.62,"2,865",N/A,N/A,
1714,KBSTAR 국채선물5년추종,"48,870",5,+0.01%,0,44,90,0.00,8,N/A,N/A,
1715,TIGER 원유선물인버스(H),"4,835",40,+0.83%,0,44,900,0.00,"26,298",N/A,N/A,
1716,KODEX 골드선물인버스(H),"7,230",15,-0.21%,0,43,600,0.00,"1,284",N/A,N/A,
1717,흥국화재2우B,"28,000",350,+1.27%,"5,000",43,154,0.06,347,26.82,N/A,
1718,KBSTAR 국채선물10년인버스,"49,320",80,+0.16%,0,42,86,0.00,8,N/A,N/A,
1719,KBSTAR 200선물인버스,"5,245",35,+0.67%,0,42,800,1.12,"18,991",N/A,N/A,
1720,TRUE 인버스 나스닥 100 ETN,"4,190",20,+0.48%,0,42,"1,000",0.00,"5,086",N/A,N/A,
1721,ARIRANG 주도업종,"10,440",50,-0.48%,0,42,400,12.50,515,N/A,N/A,
1722,KBSTAR 200중공업,"10,160",70,+0.69%,0,41,400,0.00,"5,618",N/A,N/A,
1723,KBSTAR 미국장기국채선물인버스(H),"8,110",90,+1.12%,0,41,500,0.00,"11,659",N/A,N/A,
1724,ARIRANG 중형주저변동50,"11,560",5,-0.04%,0,40,350,0.00,28,N/A,N/A,
1725,ARIRANG ESG우수기업,"9,425",35,+0.37%,0,38,400,0.00,"1,344",N/A,N/A,
1726,신한 인버스 브렌트원유 선물 ETN(H),"3,725",0,0.00%,0,37,"1,000",0.00,514,N/A,N/A,
1727,TIGER 200 생활소비재,"9,515",315,-3.20%,0,36,380,0.74,"10,196",N/A,N/A,
1728,QV 인버스 레버리지 S&P500 ETN,"1,760",20,+1.15%,0,35,"2,000",0.00,733,N/A,N/A,
1729,KBSTAR 200커뮤니케이션서비스,"17,335",200,-1.14%,0,35,200,0.00,712,N/A,N/A,
1730,KBSTAR 미국장기국채선물인버스2X(합성 H),"6,205",85,+1.39%,0,34,550,0.00,"9,514",N/A,N/A,
1731,신원우,"37,250",550,-1.46%,500,34,91,0.56,308,955.13,N/A,
1732,KBSTAR 200건설,"12,565",60,-0.48%,0,33,260,0.00,"1,831",N/A,N/A,
1733,ARIRANG KRX300헬스케어,"10,590",55,-0.52%,0,32,300,16.67,119,N/A,N/A,
1734,KBSTAR 200금융,"9,345",210,+2.30%,0,32,340,0.00,"18,301",N/A,N/A,
1735,QV 인버스 레버리지 WTI원유 선물 ETN(H),300,10,+3.45%,0,30,"10,000",0.00,"87,539",N/A,N/A,
1736,KBSTAR 모멘텀밸류,"14,870",70,+0.47%,0,30,200,0.00,129,N/A,N/A,
1737,TIGER 가격조정,"24,780",95,-0.38%,0,30,120,0.00,1,N/A,N/A,
1738,대신 인버스 니켈선물 ETN(H),"4,145",45,-1.07%,0,29,700,0.00,169,N/A,N/A,
1739,ARIRANG 코스닥150,"13,920",370,-2.59%,0,28,200,0.00,"6,973",N/A,N/A,
1740,동양3우B,"28,050",450,-1.58%,500,25,90,0.08,604,-500.89,N/A,
1741,KBSTAR 200철강소재,"9,030",40,-0.44%,0,20,220,0.00,"2,024",N/A,N/A,
1742,KBSTAR 200에너지화학,"12,815",90,-0.70%,0,18,140,0.00,175,N/A,N/A,
1743,KBSTAR 200생활소비재,"7,250",245,-3.27%,0,17,240,0.00,"5,008",N/A,N/A,
1744,KBSTAR 팔라듐선물인버스(H),"5,460",180,-3.19%,0,16,300,0.00,342,N/A,N/A,
1745,KBSTAR 200경기소비재,"10,895",260,-2.33%,0,15,140,0.00,456,N/A,N/A,
1746,KBSTAR 200산업재,"11,010",70,-0.63%,0,13,120,0.00,5,N/A,N/A,
